frame,track_id,x,y,w,h,score,verified_score,tube_verifier_score,misses,vx,vy,cand_is_current,cand_frame,cand_source,cand_area,cand_fill,cand_aspect,cand_mean_residual,cand_mean_appearance,cand_local_contrast,cand_texture,cand_line_context,cand_isolation,cand_score,cand_local_flow_score,cand_local_flow_delta_px,cand_local_flow_bg_sigma,cand_local_flow_inside_n,cand_local_flow_annulus_n,cand_local_bg_residual,cand_local_residual_ratio,cand_local_comp_score,cand_map_score,cand_attached_support,cand_native_dark_score,cand_sky_like,cand_router_state,cand_router_confidence,cand_router_close_sky_like,cand_router_close_texture,cand_router_far_sky_like,cand_router_far_texture,tube_tube_hits,tube_tube_len,tube_hit_rate,tube_miss_rate,tube_mean_score,tube_score_std,tube_mean_map_score,tube_map_hit_rate,tube_appearance_only_rate,tube_surface_source_rate,tube_router_surface_backed_rate,tube_router_clean_sky_rate,tube_router_boundary_rate,tube_router_line_attached_rate,tube_router_unknown_rate,tube_tiny_rate,tube_mean_line_context,tube_max_line_context,tube_mean_attached_support,tube_max_attached_support,tube_mean_native_dark_score,tube_max_native_dark_score,tube_mean_sky_like,tube_max_sky_like,tube_sky_hit_rate,tube_mean_texture,tube_mean_residual,tube_mean_appearance,tube_mean_area,tube_mean_pair_score,tube_positive_pair_rate,tube_mean_pair_raw,tube_positive_pair_raw_rate,tube_mean_pair_bg,tube_positive_pair_bg_rate,tube_mean_pair_bg_local,tube_positive_pair_bg_local_rate,tube_mean_align_gain,tube_positive_align_rate,tube_mean_bg_dist,tube_mean_cv_resid,tube_mean_bg_minus_cv,tube_mean_cand_density,tube_log_cand_density,tube_mean_speed,tube_max_speed,tube_mean_accel,tube_max_accel
13,4,80,106,14,14,36.318536,39.322971,3.004436,0,0.0,0.77007,1,13,large_dark,196,1.0,1.0,4.43,9.42,6.45,91.88,0.394,0.0,4.414,0.0,0.0,0.0,0,0,0.0,0.0,0.0,48.466,2.767,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.502556,0.043172,49.957778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.402222,0.428,2.758111,2.813,0.0,0.0,0.0,0.0,0.0,93.747778,3.292222,8.086667,196.0,-0.033258,0.0,-0.033258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444,0.566725,-0.122281,20.444444,3.065466,0.444444,2.0,0.566725,1.892201
14,4,80,106,14,14,36.085932,39.100434,3.014502,0,0.0,0.500545,1,14,large_dark,196,1.0,1.0,0.08,9.41,6.45,91.88,0.394,0.0,4.376,0.0,0.0,0.0,0,0,0.0,0.0,0.0,48.476,2.766,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.481889,0.053138,49.709556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.398444,0.427,2.753,2.813,0.0,0.0,0.0,0.0,0.0,93.413333,2.692222,8.345556,196.0,-0.033258,0.0,-0.033258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.635858,-0.302525,20.0,3.044522,0.444444,2.0,0.635858,1.892201
15,4,80,106,14,14,35.975278,38.989619,3.014341,0,0.0,0.325354,1,15,large_dark,196,1.0,1.0,4.08,9.4,7.31,92.18,0.403,0.0,4.418,0.0,0.0,0.0,0,0,0.0,0.0,0.0,48.509,2.89,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.471333,0.055301,49.465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.395778,0.406,2.761556,2.89,0.0,0.0,0.0,0.0,0.0,93.113333,3.145556,8.603333,196.0,-0.033258,0.0,-0.033258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444,0.680794,-0.23635,20.222222,3.055049,0.444444,2.0,0.680794,1.892201
16,4,80,106,14,14,35.8934,38.875896,2.982496,0,0.0,0.21148,1,16,large_dark,196,1.0,1.0,0.0,9.4,7.3,92.17,0.403,0.0,4.382,0.0,0.0,0.0,0,0,0.0,0.0,0.0,48.509,2.888,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.454111,0.056296,49.257778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.395444,0.403,2.782222,2.89,0.0,0.0,0.0,0.0,0.0,92.89,2.615556,8.811111,196.0,-0.037037,0.0,-0.037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444,0.612776,-0.168331,20.111111,3.049799,0.333333,2.0,0.612776,1.892201
17,4,80,107,14,14,35.741326,38.699062,2.957736,0,0.0,0.487462,1,17,large_dark,196,1.0,1.0,4.11,9.49,6.95,92.64,0.418,0.0,4.332,0.0,0.0,0.0,0,0,0.0,0.0,0.0,47.468,3.076,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.436444,0.066051,49.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.398111,0.418,2.820667,3.076,0.0,0.0,0.0,0.0,0.0,92.75,2.5,8.977778,196.0,-0.032124,0.0,-0.032124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444,0.632679,-0.188234,20.555556,3.070634,0.333333,2.0,0.632679,1.892201
18,4,80,108,14,14,35.41072,38.362538,2.951818,0,0.0,0.66685,1,18,large_dark,196,1.0,1.0,4.39,9.96,7.51,93.14,0.435,0.0,4.206,0.0,0.0,0.0,0,0,0.0,0.0,0.0,45.748,3.022,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.409111,0.097413,48.569111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.402333,0.435,2.851333,3.076,0.0,0.0,0.0,0.0,0.0,92.656667,2.926667,9.197778,196.0,-0.044596,0.0,-0.044596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444,0.622528,-0.178083,20.222222,3.055049,0.444444,2.0,0.622528,1.892201
19,1,64,93,14,14,52.185843,31.374608,-20.811235,0,0.221126,-0.064823,1,19,large_dark,196,1.0,1.0,0.0,13.85,37.68,79.43,0.516,0.0,6.23,0.0,0.0,0.0,0,0,0.0,0.0,0.0,69.118,14.506,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.405889,0.104558,71.168778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.520333,0.53,22.794444,29.351,0.0,0.0,0.0,0.0,0.0,81.083333,5.83,11.815556,196.0,-0.067522,0.0,-0.067522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.490468,0.533665,-0.043197,19.666667,3.028522,0.268246,1.414214,0.533665,1.335245
20,4,80,108,14,14,34.609399,37.504889,2.89549,0,0.0,0.281744,1,20,large_dark,196,1.0,1.0,3.94,9.48,7.16,93.45,0.449,0.0,4.109,0.0,0.0,0.0,0,0,0.0,0.0,0.0,44.768,3.098,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,4.325,0.127657,47.494111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.412889,0.449,2.924778,3.098,0.0,0.0,0.0,0.0,0.0,92.565556,2.876667,9.48,196.0,-0.044596,0.0,-0.044596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444,0.67282,-0.228375,19.555556,3.023131,0.444444,2.0,0.67282,1.892201
21,1,64,93,14,14,51.530378,33.941354,-17.589024,0,0.093426,-0.027388,1,21,large_dark,196,1.0,1.0,0.0,14.33,38.05,79.83,0.52,0.0,6.127,0.0,0.0,0.0,0,0,0.0,0.0,0.0,67.726,14.539,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.325556,0.111502,69.926667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.523,0.53,19.625889,26.762,0.0,0.0,0.0,0.0,0.0,80.416667,5.657778,12.921111,196.0,-0.067522,0.0,-0.067522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379357,0.47831,-0.098953,19.555556,3.023131,0.268246,1.414214,0.47831,1.335245
22,1,65,92,14,14,50.665677,34.723844,-15.941833,0,0.410727,-0.367802,1,22,large_dark,196,1.0,1.0,9.98,15.37,39.51,78.34,0.536,0.0,6.104,0.0,0.0,0.0,0,0,0.0,0.0,0.0,66.122,4.18,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.291,0.125713,69.368444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.524333,0.536,17.116778,26.76,0.0,0.0,0.0,0.0,0.0,79.991111,5.586667,13.494444,196.0,-0.114385,0.0,-0.114385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425381,0.601052,-0.175671,19.333333,3.012262,0.425381,1.414214,0.601052,1.335245
23,1,66,92,14,14,50.364948,37.732599,-12.632349,0,0.616972,-0.239071,1,23,large_dark,196,1.0,1.0,9.43,15.45,39.43,78.17,0.56,0.0,6.022,0.0,0.0,0.0,0,0,0.0,0.0,0.0,65.203,2.814,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.257667,0.150419,68.708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.528333,0.56,14.456111,23.289,0.0,0.0,0.0,0.0,0.0,79.545556,6.627778,14.076667,196.0,-0.107583,0.0,-0.107583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536492,0.661989,-0.125497,19.0,2.995732,0.536492,1.414214,0.661989,1.335245
24,1,66,92,14,14,50.346807,39.174485,-11.172322,0,0.401032,-0.155396,1,24,large_dark,196,1.0,1.0,0.0,15.45,39.43,78.19,0.56,0.0,5.938,0.0,0.0,0.0,0,0,0.0,0.0,0.0,65.203,2.815,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.199111,0.160546,68.047778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.531667,0.56,12.181222,23.285,0.0,0.0,0.0,0.0,0.0,79.291111,5.438889,14.361111,196.0,-0.064248,0.0,-0.064248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379357,0.587148,-0.20779,18.0,2.944439,0.379357,1.414214,0.587148,1.329606
25,1,66,91,14,14,50.000045,42.497307,-7.502738,0,0.260671,-0.451008,1,25,large_dark,196,1.0,1.0,9.14,16.71,39.72,77.15,0.567,0.0,6.043,0.0,0.0,0.0,0,0,0.0,0.0,0.0,65.22,2.854,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.162667,0.154505,67.389444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.535778,0.567,9.911111,18.449,0.0,0.0,0.0,0.0,0.0,78.922222,6.454444,14.785556,196.0,-0.058201,0.0,-0.058201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.490468,0.630149,-0.139681,17.777778,2.932674,0.490468,1.414214,0.630149,1.329606
26,1,66,91,14,14,49.72712,45.092234,-4.634886,0,0.169436,-0.293155,1,26,large_dark,196,1.0,1.0,0.0,16.71,39.73,77.16,0.567,0.0,5.962,0.0,0.0,0.0,0,0,0.0,0.0,0.0,65.22,2.854,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.106222,0.121099,66.739556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.540222,0.567,8.178333,14.539,0.0,0.0,0.0,0.0,0.0,78.616667,5.343333,15.116667,196.0,-0.034014,0.0,-0.034014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379357,0.602437,-0.22308,16.666667,2.87168,0.379357,1.414214,0.602437,1.329606
27,1,66,91,14,14,49.27619,45.469104,-3.807086,0,0.110133,-0.190551,1,27,large_dark,196,1.0,1.0,8.49,16.9,40.0,77.38,0.558,0.0,5.835,0.0,0.0,0.0,0,0,0.0,0.0,0.0,62.624,2.984,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.052556,0.122373,66.018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.544889,0.567,6.898333,14.539,0.0,0.0,0.0,0.0,0.0,78.386667,5.188889,15.455556,196.0,-0.034014,0.0,-0.034014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379357,0.579459,-0.200102,16.555556,2.86537,0.379357,1.414214,0.579459,1.329606
28,1,67,90,14,14,48.614645,45.650442,-2.964203,0,0.421587,-0.473858,1,28,large_dark,196,1.0,1.0,8.64,17.91,40.54,76.7,0.546,0.0,5.825,0.0,0.0,0.0,0,0,0.0,0.0,0.0,62.201,3.137,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,6.007556,0.123309,65.249444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.548222,0.567,5.635111,14.539,0.0,0.0,0.0,0.0,0.0,78.083333,6.148889,15.906667,196.0,-0.047997,0.0,-0.047997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536492,0.673729,-0.137238,16.777778,2.877949,0.536492,1.414214,0.673729,1.329606
29,1,67,92,14,14,47.34712,45.250767,-2.096353,0,0.274031,0.391992,1,29,large_dark,196,1.0,1.0,0.77,15.52,37.28,78.21,0.547,0.0,5.707,0.0,0.0,0.0,0,0,0.0,0.0,0.0,62.182,3.026,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,5.951444,0.132097,64.633444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.551222,0.567,4.355889,14.539,0.0,0.0,0.0,0.0,0.0,77.903333,5.161111,16.038889,196.0,-0.051776,0.0,-0.051776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758714,0.926962,-0.168248,16.555556,2.86537,0.758714,2.0,0.926962,2.509524
30,1,68,92,14,14,46.854838,49.666557,2.811719,0,0.52812,0.254795,1,30,large_dark,196,1.0,1.0,8.55,15.13,36.24,78.35,0.549,0.0,5.672,0.0,0.0,0.0,0,0,0.0,0.0,0.0,60.975,3.151,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,5.900889,0.141936,63.883333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.554444,0.567,3.090556,4.18,0.0,0.0,0.0,0.0,0.0,77.738889,6.111111,16.127778,196.0,-0.047953,0.0,-0.047953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869825,1.00199,-0.132165,16.777778,2.877949,0.869825,2.0,1.00199,2.509524
31,1,68,92,14,14,46.897681,49.765849,2.868167,0,0.343278,0.165617,1,31,large_dark,196,1.0,1.0,0.0,15.13,36.24,78.36,0.549,0.0,5.596,0.0,0.0,0.0,0,0,0.0,0.0,0.0,60.975,3.151,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,5.844444,0.150681,63.311444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.555889,0.567,2.976222,3.151,0.0,0.0,0.0,0.0,0.0,77.741111,5.002222,16.101111,196.0,-0.001089,0.0,-0.001089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71269,0.919409,-0.206719,17.222222,2.902642,0.71269,2.0,0.919409,2.509524
32,1,68,91,14,14,46.519209,49.36928,2.850071,0,0.223131,-0.242349,1,32,large_dark,196,1.0,1.0,8.12,16.93,39.65,77.73,0.533,0.0,5.664,0.0,0.0,0.0,0,0,0.0,0.0,0.0,60.456,3.134,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,5.804667,0.14573,62.784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.552889,0.567,3.011778,3.151,0.0,0.0,0.0,0.0,0.0,77.692222,4.856667,16.265556,196.0,0.008167,0.0,0.008167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71269,0.97724,-0.264549,17.666667,2.926739,0.71269,2.0,0.97724,2.509524
33,1,69,91,14,14,46.313421,49.168147,2.854726,0,0.495035,-0.157527,1,33,large_dark,196,1.0,1.0,8.34,17.21,40.09,78.69,0.519,0.0,5.766,0.0,0.0,0.0,0,0,0.0,0.0,0.0,61.597,3.071,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,5.785556,0.138069,62.383333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.548333,0.567,3.040222,3.151,0.0,0.0,0.0,0.0,0.0,77.747778,5.783333,16.461111,196.0,0.004344,0.0,0.004344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823802,0.994142,-0.17034,18.0,2.944439,0.823802,2.0,0.994142,2.509524
34,1,69,91,14,14,46.022516,48.844858,2.822342,0,0.321773,-0.102392,1,34,large_dark,196,1.0,1.0,0.0,17.2,40.09,78.69,0.519,0.0,5.692,0.0,0.0,0.0,0,0,0.0,0.0,0.0,61.597,3.071,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,5.746556,0.105595,61.980778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.543,0.567,3.064333,3.151,0.0,0.0,0.0,0.0,0.0,77.918889,4.767778,16.515556,196.0,-0.001703,0.0,-0.001703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71269,0.947977,-0.235287,17.888889,2.938574,0.71269,2.0,0.947977,2.509524
35,1,70,90,14,14,46.002365,48.847953,2.845588,0,0.559152,-0.416555,1,35,large_dark,196,1.0,1.0,7.24,18.71,42.02,78.43,0.509,0.0,5.997,0.0,0.0,0.0,0,0,0.0,0.0,0.0,64.222,3.025,0.0,0.0,unrouted,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,5.750444,0.113785,61.869889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.536556,0.558,3.083333,3.151,0.0,0.0,0.0,0.0,0.0,78.06,5.572222,16.737778,196.0,0.004344,0.0,0.004344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869825,1.015101,-0.145275,18.0,2.944439,0.869825,2.0,1.015101,2.509524
