frame,track_id,x,y,w,h,score,misses
655,20288,29,183,12,12,15.914505286663553,1
662,20469,80,188,7,7,14.539914886983546,0
664,20705,58,186,5,5,19.107946540706422,0
665,20705,56,189,5,5,15.778023826534595,1
666,20705,54,192,5,5,17.86247881474778,0
667,20677,46,186,5,5,23.03105068724069,0
668,20677,43,189,5,5,18.938682236461297,1
669,20705,42,204,7,7,22.192434003403083,0
670,20705,39,207,7,7,16.41016521390001,1
677,21559,22,180,7,7,14.912562559088306,0
684,21578,62,180,5,5,16.619169345258577,0
686,21578,60,186,5,5,15.149679495326218,0
687,21578,54,190,7,7,19.894087673211235,0
688,21578,51,194,7,7,15.665987527308195,1
689,21578,52,194,7,7,15.390981008117562,0
696,21996,28,178,5,5,16.43251397785859,0
697,21996,22,184,3,3,19.417109352070312,0
698,21996,22,188,3,3,14.036445472669536,0
