frame,y,dist_px,rank,source,confidence
236,0,68.935,78,map,high
236,0,119.036,79,map,high
236,0,100.363,80,map,high
237,1,6.358,1,map,high
237,1,5.263,2,map,high
237,1,2.972,3,appearance,high
237,0,94.704,4,map,high
237,0,104.436,6,map,high
237,0,90.694,7,map,high
237,0,110.929,8,map,high
237,0,95.506,9,map,high
237,0,93.38,10,map,high
237,0,87.091,11,map,high
237,0,78.513,12,map,high
237,0,97.968,13,map,high
237,0,84.649,14,map,high
237,0,89.558,15,map,high
237,0,127.961,16,map,high
237,0,80.42,17,map,high
237,0,113.944,18,map,high
237,0,134.414,19,map,high
237,0,55.821,20,map,high
237,0,30.676,21,map,high
237,0,95.107,22,map,high
237,0,104.191,23,map,high
237,0,65.956,24,map,high
237,0,88.801,25,map,high
237,0,110.226,26,map,high
237,0,68.354,27,map,high
237,0,147.517,28,map,high
237,0,107.554,30,map,high
237,0,34.197,31,map,high
237,0,43.885,32,map,high
237,0,130.273,33,map,high
237,0,131.811,34,map,high
237,0,63.976,35,map,high
237,0,122.014,36,map,high
237,0,118.153,37,map,high
237,0,101.938,38,map,high
237,0,82.179,39,map,high
237,0,138.884,40,map,high
237,0,100.968,41,map,high
237,0,89.869,42,map,high
237,0,78.668,43,map,high
237,0,95.903,44,map,high
237,0,78.87,45,map,high
237,0,122.339,46,map,high
237,0,96.993,47,map,high
237,0,119.989,48,map,high
237,0,103.955,49,map,high
237,0,115.045,50,map,high
237,0,59.688,51,map,high
237,0,116.533,52,map,high
237,0,118.977,53,map,high
237,0,60.307,54,map,high
237,0,146.0,55,map,high
237,0,123.783,56,map,high
237,0,61.33,57,map,high
237,0,95.624,58,map,high
237,0,125.916,59,map,high
237,0,149.829,60,map,high
237,0,101.736,61,map,high
237,0,108.039,62,map,high
237,0,62.426,63,map,high
237,0,126.51,64,map,high
237,0,143.985,65,map,high
237,0,90.995,67,map,high
237,0,97.877,68,map,high
237,0,64.066,69,map,high
237,0,140.011,70,map,high
237,0,110.152,71,map,high
237,0,126.465,72,map,high
237,0,89.438,73,map,high
237,0,134.514,74,map,high
237,0,57.206,76,map,high
237,0,140.566,77,map,high
237,0,72.41,78,map,high
237,0,68.76,79,map,high
237,0,100.069,80,map,high
238,1,3.405,1,appearance,high
238,1,7.231,2,map,high
238,1,6.92,3,map,high
238,0,94.298,4,map,high
238,0,104.538,5,map,high
238,0,90.703,6,map,high
238,0,110.675,7,map,high
238,0,93.09,8,map,high
238,0,86.804,9,map,high
238,0,78.231,10,map,high
238,0,97.689,11,map,high
238,0,84.365,12,map,high
238,0,89.3,13,map,high
238,0,127.682,14,map,high
238,0,80.129,15,map,high
238,0,113.674,16,map,high
238,0,134.124,17,map,high
238,0,55.531,18,map,high
238,0,30.888,19,map,high
238,0,103.906,20,map,high
238,0,65.951,21,map,high
238,0,88.51,22,map,high
238,0,109.939,23,map,high
238,0,68.089,24,map,high
238,0,147.227,25,map,high
238,0,107.3,26,map,high
238,0,34.355,27,map,high
238,0,43.899,28,map,high
238,0,129.991,29,map,high
238,0,131.524,30,map,high
238,0,121.735,31,map,high
238,0,117.872,32,map,high
238,0,95.334,33,map,high
238,0,101.493,34,map,high
238,0,63.775,36,map,high
238,0,126.197,37,map,high
238,0,89.246,38,map,high
238,0,95.256,39,map,high
238,0,56.999,40,map,high
238,0,72.13,41,map,high
238,0,99.778,42,map,high
238,0,97.888,43,map,high
238,0,130.964,44,map,high
238,0,54.624,45,appearance,high
238,0,139.921,46,map,high
238,0,112.105,48,map,high
238,0,97.853,49,map,high
238,0,144.886,50,map,high
238,0,154.781,51,map,high
239,1,3.157,1,appearance,high
239,1,5.824,3,map,high
239,0,94.772,6,map,high
239,0,99.35,8,map,high
239,0,100.792,9,map,high
239,0,67.619,10,map,high
239,0,58.123,11,map,high
239,0,105.783,12,map,high
239,0,86.159,13,map,high
239,0,117.004,14,map,high
239,0,124.791,15,map,high
239,0,119.543,16,map,high
239,0,103.563,17,map,high
239,0,107.684,18,map,high
239,0,129.388,19,map,high
239,0,57.169,20,map,high
239,0,41.647,21,map,high
239,0,31.11,22,map,high
239,0,50.103,23,map,high
239,0,119.523,24,map,high
239,0,135.318,25,map,high
239,0,135.868,26,map,high
239,0,131.173,27,map,high
239,0,34.526,28,map,high
239,0,102.16,29,map,high
239,0,43.905,30,map,high
239,0,104.632,31,map,high
239,0,69.292,32,map,high
239,0,90.704,33,map,high
239,0,93.251,34,map,high
239,0,110.414,35,map,high
239,0,92.796,36,map,high
239,0,86.515,37,map,high
239,0,77.943,38,map,high
239,0,97.404,39,map,high
239,0,84.076,40,map,high
239,0,89.034,41,map,high
239,0,127.398,42,map,high
239,0,79.835,43,map,high
239,0,113.404,44,map,high
239,0,133.831,45,map,high
239,0,103.616,46,map,high
239,0,65.937,47,map,high
239,0,88.218,48,map,high
239,0,109.646,49,map,high
239,0,67.817,50,map,high
239,0,146.936,51,map,high
239,0,107.048,52,map,high
239,0,106.163,53,map,high
239,0,129.708,54,map,high
239,0,131.235,55,map,high
239,0,121.454,56,map,high
239,0,117.59,57,map,high
239,0,57.149,58,appearance,high
239,0,95.039,60,map,high
239,0,101.243,61,map,high
239,0,63.482,63,map,high
239,0,125.923,64,map,high
239,0,89.046,65,map,high
239,0,94.998,66,map,high
239,0,71.843,67,map,high
239,0,148.387,68,map,high
239,0,141.876,69,map,high
239,0,97.626,70,map,high
239,0,88.979,71,map,high
239,0,130.685,72,map,high
239,0,54.33,73,appearance,high
239,0,139.629,74,map,high
239,0,124.606,76,map,high
239,0,69.768,77,map,high
239,0,63.356,78,map,high
239,0,111.82,79,map,high
239,0,70.777,80,map,high
240,1,4.031,1,map,high
240,1,6.103,3,map,high
240,0,57.916,5,map,high
240,0,94.812,7,map,high
240,0,73.616,8,map,high
240,0,120.388,9,map,high
240,0,58.815,10,map,high
240,0,72.892,11,map,high
240,0,92.505,12,map,high
240,0,95.944,13,map,high
240,0,103.059,14,map,high
240,0,100.51,15,map,high
240,0,114.836,16,map,high
240,0,98.698,17,map,high
240,0,114.356,18,map,high
240,0,33.095,19,map,high
240,0,72.713,20,map,high
240,0,96.629,21,map,high
240,0,119.504,22,map,high
240,0,118.504,23,map,high
240,0,120.728,24,map,high
240,0,51.703,25,map,high
240,0,105.058,26,map,high
240,0,81.886,27,map,high
240,0,136.13,28,map,high
240,0,145.332,29,map,high
240,0,48.127,30,map,high
240,0,102.065,31,map,high
240,0,162.177,32,map,high
240,0,149.604,33,map,high
240,0,144.849,34,map,high
240,0,147.008,35,map,high
240,0,110.432,36,map,high
240,0,149.771,37,map,high
240,0,108.006,38,map,high
240,0,100.972,39,map,high
240,0,67.329,40,map,high
240,0,105.505,41,map,high
240,0,85.868,42,map,high
240,0,116.719,43,map,high
240,0,124.52,44,map,high
240,0,96.981,45,map,high
240,0,103.273,46,map,high
240,0,107.393,47,map,high
240,0,129.117,48,map,high
240,0,41.428,49,map,high
240,0,119.236,50,map,high
240,0,135.045,51,map,high
240,0,135.577,52,map,high
240,0,130.886,53,map,high
240,0,34.688,54,map,high
240,0,60.008,55,appearance,high
240,0,101.928,56,map,high
240,0,90.406,57,map,high
240,0,43.923,58,map,high
240,0,69.002,59,map,high
240,0,92.991,60,map,high
240,0,79.33,61,map,high
240,0,142.707,62,map,high
240,0,105.874,63,map,high
240,0,56.859,64,appearance,high
240,0,56.243,66,map,high
240,0,78.9,67,map,high
240,0,70.472,68,map,high
240,0,81.014,69,map,high
240,0,94.748,70,map,high
240,0,110.676,71,map,high
240,0,25.005,72,map,high
240,0,106.279,73,map,high
240,0,105.115,74,map,high
240,0,141.588,75,map,high
240,0,64.158,76,map,high
240,0,88.743,77,map,high
240,0,54.039,78,appearance,high
240,0,98.87,79,map,high
240,0,124.327,80,map,high
241,1,3.397,1,appearance,high
241,1,4.283,2,map,high
241,1,7.647,4,map,high
241,0,57.644,6,map,high
241,0,94.502,7,map,high
241,0,73.523,8,map,high
241,0,120.81,9,map,high
241,0,59.751,10,map,high
241,0,72.863,11,map,high
241,0,101.697,12,map,high
241,0,92.336,13,map,high
241,0,95.754,14,map,high
241,0,102.767,15,map,high
241,0,114.746,16,map,high
241,0,98.396,17,map,high
241,0,34.261,18,map,high
241,0,114.172,19,map,high
241,0,72.561,20,map,high
241,0,96.563,21,map,high
241,0,119.343,22,map,high
241,0,52.594,23,map,high
241,0,118.419,24,map,high
241,0,120.656,25,map,high
241,0,104.935,26,map,high
241,0,81.574,27,map,high
241,0,136.216,28,map,high
241,0,145.189,29,map,high
241,0,47.849,30,map,high
241,0,101.923,31,map,high
241,0,162.063,32,map,high
241,0,149.495,33,map,high
241,0,144.716,34,map,high
241,0,146.892,35,map,high
241,0,110.26,36,map,high
241,0,149.629,37,map,high
241,0,100.759,38,map,high
241,0,67.233,39,map,high
241,0,107.951,40,map,high
241,0,105.349,41,map,high
241,0,85.803,42,map,high
241,0,116.595,43,map,high
241,0,124.345,44,map,high
241,0,97.116,45,map,high
241,0,103.187,46,map,high
241,0,107.325,47,map,high
241,0,129.176,48,map,high
241,0,41.168,49,map,high
241,0,119.122,51,map,high
241,0,135.099,52,map,high
241,0,135.493,53,map,high
241,0,130.771,54,map,high
241,0,34.99,55,map,high
241,0,101.684,56,map,high
241,0,60.84,57,appearance,high
241,0,90.228,58,map,high
241,0,43.606,59,map,high
241,0,68.969,60,map,high
241,0,92.79,61,map,high
241,0,79.029,62,map,high
241,0,142.551,63,map,high
241,0,105.843,64,map,high
241,0,56.77,65,appearance,high
241,0,56.054,66,map,high
241,0,78.843,67,map,high
241,0,70.196,69,map,high
241,0,81.066,70,map,high
241,0,110.6,71,map,high
241,0,24.678,72,map,high
241,0,106.055,73,map,high
241,0,104.781,74,map,high
241,0,141.476,75,map,high
241,0,63.856,76,map,high
241,0,88.88,77,map,high
241,0,98.743,78,map,high
241,0,124.175,79,map,high
241,0,111.39,80,map,high
242,1,2.652,1,appearance,high
242,1,6.421,2,map,high
242,1,4.851,3,map,high
242,0,57.378,7,map,high
242,0,102.47,8,map,high
242,0,98.09,9,map,high
242,0,136.016,10,map,high
242,0,99.279,11,map,high
242,0,93.968,13,map,high
242,0,140.258,14,map,high
242,0,86.022,15,map,high
242,0,96.031,16,map,high
242,0,132.533,17,map,high
242,0,62.65,18,map,high
242,0,105.788,19,map,high
242,0,119.172,20,map,high
242,0,101.136,21,map,high
242,0,46.666,22,map,high
242,0,81.089,23,map,high
242,0,136.902,24,map,high
242,0,113.997,25,map,high
242,0,136.198,26,map,high
242,0,62.591,27,map,high
242,0,141.235,28,map,high
242,0,146.088,29,map,high
242,0,143.822,30,map,high
242,0,70.831,31,map,high
242,0,72.14,32,map,high
242,0,136.818,33,map,high
242,0,119.213,34,map,high
242,0,88.679,35,map,high
242,0,130.936,36,map,high
242,0,73.44,37,map,high
242,0,121.243,38,map,high
242,0,138.257,39,map,high
242,0,48.272,40,map,high
242,0,69.016,41,map,high
242,0,144.209,42,map,high
242,0,72.845,43,map,high
242,0,92.159,44,map,high
242,0,95.555,45,map,high
242,0,114.666,46,map,high
242,0,35.435,47,map,high
242,0,72.417,48,map,high
242,0,96.507,49,map,high
242,0,119.191,50,map,high
242,0,118.343,51,map,high
242,0,53.502,52,map,high
242,0,120.594,53,map,high
242,0,104.822,54,map,high
242,0,81.265,55,map,high
242,0,136.314,56,map,high
242,0,145.056,57,map,high
242,0,101.79,58,map,high
242,0,78.621,59,map,high
242,0,161.959,60,map,high
242,0,149.396,61,map,high
242,0,144.592,62,map,high
242,0,146.785,63,map,high
242,0,110.096,64,map,high
242,0,149.497,65,map,high
242,0,107.908,66,map,high
242,0,63.731,67,appearance,high
242,0,97.263,68,map,high
242,0,90.059,69,map,high
242,0,130.406,70,map,high
242,0,78.73,71,map,high
242,0,139.276,72,map,high
242,0,80.785,73,map,high
242,0,58.7,74,map,high
242,0,55.873,75,map,high
242,0,81.318,76,map,high
242,0,78.796,77,map,high
242,0,81.128,78,map,high
242,0,110.533,79,map,high
242,0,24.348,80,map,high
243,1,2.394,1,appearance,high
243,0,57.112,4,map,high
243,0,102.172,5,map,high
243,0,97.784,6,map,high
243,0,135.927,7,map,high
243,0,99.11,8,map,high
243,0,93.881,9,map,high
243,0,140.194,10,map,high
243,0,85.916,11,map,high
243,0,95.872,12,map,high
243,0,132.452,13,map,high
243,0,105.693,14,map,high
243,0,46.394,15,map,high
243,0,113.822,16,map,high
243,0,119.239,17,map,high
243,0,101.031,18,map,high
243,0,81.072,19,map,high
243,0,136.799,20,map,high
243,0,136.12,21,map,high
243,0,62.293,22,map,high
243,0,141.092,23,map,high
243,0,146.058,24,map,high
243,0,143.814,25,map,high
243,0,70.559,26,map,high
243,0,71.913,27,map,high
243,0,136.674,28,map,high
243,0,119.097,29,map,high
243,0,88.466,30,map,high
243,0,130.936,31,map,high
243,0,138.27,32,map,high
243,0,47.981,33,map,high
243,0,69.146,34,map,high
243,0,144.224,35,map,high
243,0,65.524,36,appearance,high
243,0,139.251,37,map,high
243,0,62.633,38,map,high
243,0,80.664,39,map,high
243,0,58.52,40,map,high
243,0,81.268,41,map,high
243,0,78.448,42,map,high
243,0,130.25,43,map,high
243,0,125.117,44,map,high
243,0,125.689,45,map,high
243,0,87.62,46,map,high
243,0,136.944,47,map,high
244,1,2.163,1,appearance,high
244,1,4.569,2,map,high
244,0,56.842,4,map,high
244,1,7.244,6,map,high
244,0,122.646,7,map,high
244,0,159.044,8,map,high
244,0,100.106,9,map,high
244,0,88.519,10,map,high
244,0,110.973,11,map,high
244,0,130.361,12,map,high
244,0,35.984,13,map,high
244,0,82.261,14,map,high
244,0,95.761,15,map,high
244,0,118.398,16,map,high
244,0,90.892,17,map,high
244,0,152.763,18,map,high
244,0,71.152,19,map,high
244,0,95.413,21,map,high
244,0,83.822,22,map,high
244,0,124.253,23,map,high
244,0,39.906,24,map,high
244,0,100.358,25,map,high
244,0,118.455,26,map,high
244,0,96.978,27,motion,high
244,0,101.881,28,map,high
244,0,97.483,29,map,high
244,0,73.64,30,map,high
244,0,135.831,31,map,high
244,0,98.935,32,map,high
244,0,93.785,33,map,high
244,0,140.122,34,map,high
244,0,85.821,35,map,high
244,0,95.706,36,map,high
244,0,58.334,37,map,high
244,0,132.362,38,map,high
244,0,46.119,39,map,high
244,0,105.589,40,map,high
244,0,113.64,41,map,high
244,0,119.297,42,map,high
244,0,100.918,43,map,high
244,0,81.046,44,map,high
244,0,136.688,45,map,high
244,0,136.034,46,map,high
244,0,61.992,47,map,high
244,0,140.941,48,map,high
244,0,146.018,49,map,high
244,0,143.796,50,map,high
244,0,71.68,51,map,high
244,0,136.521,52,map,high
244,0,118.974,53,map,high
244,0,88.248,54,map,high
244,0,83.912,55,map,high
244,0,67.111,56,appearance,high
244,0,130.928,57,map,high
244,0,138.274,58,map,high
244,0,47.687,59,map,high
244,0,69.268,60,map,high
244,0,144.229,61,map,high
244,0,68.246,62,appearance,high
244,0,108.176,64,map,high
244,0,139.357,65,map,high
244,0,96.447,66,map,high
244,0,88.175,67,map,high
244,0,144.783,68,map,high
244,0,139.217,69,map,high
244,0,66.523,70,map,high
244,0,133.286,71,map,high
244,0,99.316,72,map,high
244,0,127.184,73,map,high
244,0,55.911,74,map,high
244,0,63.585,75,map,high
244,0,132.986,76,map,high
244,0,81.209,77,map,high
244,0,78.269,78,map,high
244,0,130.088,79,map,high
244,0,139.724,80,map,high
245,1,4.254,1,map,high
245,1,1.961,2,appearance,high
245,1,6.991,3,map,high
245,1,6.916,4,map,high
245,0,56.572,6,map,high
245,0,157.143,8,map,high
245,0,72.244,9,map,high
245,0,85.727,10,map,high
245,0,84.91,11,map,high
245,0,107.457,12,map,high
245,0,150.182,13,map,high
245,0,156.565,14,map,high
245,0,118.7,15,map,high
245,0,153.396,16,map,high
245,0,132.107,17,map,high
245,0,90.722,18,map,high
245,0,108.353,19,map,high
245,0,97.683,20,map,high
245,0,116.775,21,map,high
245,0,83.581,22,map,high
245,0,62.473,23,map,high
245,0,56.305,24,map,high
245,0,105.228,25,map,high
245,0,132.38,26,map,high
245,0,122.563,27,map,high
245,0,99.896,28,map,high
245,0,88.352,29,map,high
245,0,40.093,30,map,high
245,0,110.798,31,map,high
245,0,130.222,32,map,high
245,0,36.263,33,map,high
245,0,82.138,35,map,high
245,0,95.705,36,map,high
245,0,118.489,37,map,high
245,0,90.682,38,map,high
245,0,63.026,39,map,high
245,0,95.193,40,map,high
245,0,83.947,41,map,high
245,0,124.11,42,map,high
245,0,39.598,43,map,high
245,0,100.354,44,map,high
245,0,118.453,45,map,high
245,0,96.787,46,motion,high
245,0,73.767,47,map,high
245,0,58.15,48,map,high
245,0,76.803,49,map,high
245,0,68.333,50,appearance,high
245,0,83.733,51,map,high
245,0,109.758,52,map,high
245,0,68.143,53,appearance,high
245,0,108.03,54,map,high
245,0,139.255,56,map,high
245,0,96.335,57,map,high
245,0,136.37,58,map,high
245,0,88.111,59,map,high
245,0,148.664,60,map,high
245,0,144.643,61,map,high
245,0,68.466,62,map,high
245,0,133.344,63,map,high
245,0,99.377,64,map,high
245,0,92.199,65,map,high
245,0,127.056,66,map,high
245,0,64.542,67,map,high
245,0,55.855,68,map,high
245,0,153.629,69,map,high
245,0,133.124,70,map,high
245,0,106.221,71,map,high
245,0,82.481,72,map,high
245,0,129.926,73,map,high
245,0,139.643,74,map,high
245,0,96.687,75,map,high
245,0,145.522,76,map,high
245,0,134.977,77,map,high
245,0,107.333,78,map,high
245,0,134.309,79,map,high
245,0,124.941,80,map,high
246,1,1.998,1,appearance,high
246,1,4.857,2,map,high
246,0,56.308,4,map,high
246,0,156.151,7,map,high
246,0,72.878,8,map,high
246,0,85.625,9,map,high
246,0,84.875,10,map,high
246,0,107.176,11,map,high
246,0,150.049,12,map,high
246,0,156.449,13,map,high
246,0,118.611,14,map,high
246,0,153.69,15,map,high
246,0,132.006,16,map,high
246,0,90.686,17,map,high
246,0,108.307,18,map,high
246,0,97.619,19,map,high
246,0,116.616,20,map,high
246,0,83.4,21,map,high
246,0,62.302,22,map,high
246,0,56.297,23,map,high
246,0,122.49,24,map,high
246,0,99.677,25,map,high
246,0,88.194,26,map,high
246,0,105.065,27,map,high
246,0,132.328,28,map,high
246,0,40.398,29,map,high
246,0,110.631,30,map,high
246,0,130.091,31,map,high
246,0,36.538,32,map,high
246,0,82.024,33,map,high
246,0,95.66,34,map,high
246,0,118.591,35,map,high
246,0,90.48,36,map,high
246,0,63.242,38,map,high
246,0,94.98,39,map,high
246,0,84.082,40,map,high
246,0,123.976,41,map,high
246,0,39.286,42,map,high
246,0,100.36,43,map,high
246,0,118.462,44,map,high
246,0,96.588,45,motion,high
246,0,73.905,46,map,high
246,0,57.974,47,map,high
246,0,76.639,48,map,high
246,0,69.566,49,appearance,high
246,0,83.562,50,map,high
246,0,109.669,51,map,high
246,0,68.051,53,appearance,high
246,0,107.893,54,map,high
246,0,139.163,55,map,high
246,0,96.233,56,map,high
246,0,136.227,57,map,high
246,0,88.057,58,map,high
246,0,148.544,59,map,high
246,0,144.512,60,map,high
246,0,87.492,62,map,high
246,0,70.427,63,map,high
246,0,133.411,64,map,high
246,0,99.449,65,map,high
246,0,126.938,66,map,high
246,0,55.81,67,map,high
246,0,153.524,68,map,high
246,0,133.273,69,map,high
246,0,106.114,70,map,high
246,0,82.444,71,map,high
246,0,139.571,72,map,high
246,0,96.609,73,map,high
246,0,145.421,74,map,high
246,0,134.864,75,map,high
246,0,92.026,76,map,high
246,0,107.26,77,map,high
246,0,134.323,78,map,high
246,0,124.842,79,map,high
246,0,142.609,80,map,high
247,1,3.625,1,map,high
247,1,6.259,2,map,high
247,1,6.356,3,map,high
247,0,56.93,6,map,high
247,0,108.132,9,map,high
247,0,84.852,10,map,high
247,0,156.04,11,map,high
247,0,98.901,12,map,high
247,0,98.213,13,map,high
247,0,92.221,14,map,high
247,0,129.88,15,map,high
247,0,161.547,16,map,high
247,0,77.233,17,map,high
247,0,36.817,18,map,high
247,0,163.522,19,map,high
247,0,84.47,20,map,high
247,0,132.065,21,map,high
247,0,138.409,22,map,high
247,0,113.955,23,map,high
247,0,144.665,24,map,high
247,0,90.233,25,map,high
247,0,96.291,26,map,high
247,0,67.715,27,map,high
247,0,102.748,28,map,high
247,0,93.855,29,map,high
247,0,85.222,30,map,high
247,0,58.249,31,map,high
247,0,150.135,32,map,high
247,0,40.706,33,map,high
247,0,104.744,34,map,high
247,0,146.195,35,map,high
247,0,45.62,36,map,high
247,0,138.85,37,map,high
247,0,105.874,38,map,high
247,0,140.841,39,map,high
247,0,37.235,40,map,high
247,0,118.923,41,map,high
247,0,77.897,42,map,high
247,0,73.509,43,map,high
247,0,85.533,44,map,high
247,0,106.903,45,map,high
247,0,149.908,46,map,high
247,0,156.325,47,map,high
247,0,118.514,48,map,high
247,0,153.977,49,map,high
247,0,131.897,50,map,high
247,0,90.642,51,map,high
247,0,108.253,52,map,high
247,0,97.546,53,map,high
247,0,116.449,54,map,high
247,0,83.213,55,map,high
247,0,62.126,56,map,high
247,0,107.708,57,map,high
247,0,104.894,58,map,high
247,0,132.266,59,map,high
247,0,59.614,60,map,high
247,0,63.454,61,map,high
247,0,131.926,62,map,high
247,0,76.469,63,map,high
247,0,109.573,65,map,high
247,0,67.329,66,map,high
247,0,136.077,67,map,high
247,0,56.372,68,map,high
247,0,136.488,69,map,high
247,0,87.365,70,map,high
247,0,133.337,71,map,high
247,0,152.479,72,map,high
247,0,104.973,73,map,high
247,0,141.359,74,map,high
247,0,105.999,75,map,high
247,0,82.399,76,map,high
247,0,93.811,77,map,high
247,0,96.523,78,map,high
247,0,91.749,79,map,high
247,0,91.847,80,map,high
248,1,1.421,1,appearance,high
248,1,4.215,2,map,high
248,1,7.923,3,map,high
248,0,56.665,6,map,high
248,0,107.838,7,map,high
248,0,84.82,8,map,high
248,0,155.504,9,map,high
248,0,98.729,10,map,high
248,0,97.916,11,map,high
248,0,92.091,12,map,high
248,0,129.964,13,map,high
248,0,161.438,14,map,high
248,0,76.936,15,map,high
248,0,37.094,16,map,high
248,0,163.406,17,map,high
248,0,84.166,18,map,high
248,0,131.906,19,map,high
248,0,138.333,20,map,high
248,0,114.044,21,map,high
248,0,144.55,22,map,high
248,0,90.049,23,map,high
248,0,96.177,24,map,high
248,0,67.442,25,map,high
248,0,102.719,26,map,high
248,0,93.945,27,map,high
248,0,85.067,28,map,high
248,0,58.247,29,map,high
248,0,150.017,30,map,high
248,0,41.012,31,map,high
248,0,104.531,32,map,high
248,0,146.149,33,map,high
248,0,45.572,34,map,high
248,0,138.723,35,map,high
248,0,105.671,36,map,high
248,0,140.742,37,map,high
248,0,36.927,38,map,high
248,0,118.801,39,map,high
248,0,78.033,40,map,high
248,0,107.545,41,map,high
248,0,59.461,42,map,high
248,0,131.838,43,map,high
248,0,67.305,44,map,high
248,0,56.32,45,map,high
248,0,136.379,46,map,high
248,0,87.249,47,map,high
248,0,133.212,48,map,high
248,0,152.378,49,map,high
248,0,104.839,50,map,high
248,0,141.468,51,map,high
248,0,93.744,52,map,high
248,0,91.544,53,map,high
248,0,91.675,54,map,high
248,0,122.013,55,map,high
248,0,64.801,56,map,high
249,1,3.003,1,map,high
249,1,7.595,2,map,high
249,0,84.789,6,map,high
249,0,107.586,7,map,high
249,0,56.402,8,map,high
249,0,87.649,9,map,high
249,0,92.945,10,map,high
249,0,104.448,11,map,high
249,0,76.639,12,map,high
249,0,99.504,13,map,high
249,0,68.496,14,map,high
249,0,73.133,15,map,high
249,0,92.54,16,map,high
249,0,107.567,17,map,high
249,0,124.674,18,map,high
249,0,43.277,19,map,high
249,0,36.618,20,map,high
249,0,83.977,21,map,high
249,0,154.974,22,map,high
249,0,117.699,23,map,high
249,0,68.736,24,map,high
249,0,69.32,25,map,high
249,0,98.557,26,map,high
249,0,97.619,27,map,high
249,0,91.962,28,map,high
249,0,130.05,29,map,high
249,0,161.33,30,map,high
249,0,163.291,31,map,high
249,0,83.863,32,map,high
249,0,131.748,33,map,high
249,0,138.257,34,map,high
249,0,114.133,35,map,high
249,0,144.437,36,map,high
249,0,89.866,37,map,high
249,0,96.063,38,map,high
249,0,102.691,39,map,high
249,0,94.035,40,map,high
249,0,84.913,41,map,high
249,0,58.247,42,map,high
249,0,149.901,43,map,high
249,0,104.319,44,map,high
249,0,146.104,45,map,high
249,0,45.526,46,map,high
249,0,138.596,47,map,high
249,0,105.469,48,map,high
249,0,140.644,49,map,high
249,0,118.679,50,map,high
249,0,93.33,51,map,high
249,0,78.171,52,map,high
249,0,120.189,53,map,high
249,0,107.383,54,map,high
249,0,59.309,55,map,high
249,0,111.257,56,map,high
249,0,131.75,57,map,high
249,0,67.283,58,map,high
249,0,121.065,59,map,high
249,0,39.222,60,map,high
249,0,70.558,61,map,high
249,0,56.27,62,map,high
249,0,136.27,63,map,high
249,0,86.162,64,map,high
249,0,117.463,65,map,high
249,0,133.089,66,map,high
249,0,152.278,67,map,high
249,0,104.706,68,map,high
249,0,141.578,69,map,high
249,0,65.844,70,map,high
249,0,93.678,71,map,high
249,0,126.483,72,map,high
249,0,91.341,73,map,high
249,0,103.966,74,map,high
249,1,4.046,75,map,high
249,0,121.908,76,map,high
249,0,69.188,77,map,high
249,0,64.722,78,map,high
250,1,7.267,1,map,high
250,1,3.579,2,map,high
250,1,5.368,3,map,high
250,0,67.802,7,map,high
250,0,99.402,8,map,high
250,0,75.801,9,map,high
250,0,41.374,10,map,high
250,0,84.769,11,map,high
250,0,108.77,12,map,high
250,0,85.865,13,map,high
250,0,119.544,14,map,high
250,0,107.489,15,map,high
250,0,96.813,16,map,high
250,0,98.055,17,map,high
250,0,113.163,18,map,high
250,0,127.682,19,map,high
250,0,112.253,20,map,high
250,0,87.576,21,map,high
250,0,100.984,22,map,high
250,0,139.272,23,map,high
250,0,34.609,24,map,high
250,0,85.871,25,map,high
250,0,139.763,26,map,high
250,0,92.346,27,map,high
250,0,82.57,28,map,high
250,0,92.638,29,map,high
250,0,72.182,30,map,high
250,0,104.373,31,map,high
250,0,143.087,32,map,high
250,0,99.563,33,map,high
250,0,119.857,34,map,high
250,0,83.557,35,map,high
250,0,69.013,36,map,high
250,0,73.108,37,map,high
250,0,92.389,38,map,high
250,0,145.705,39,map,high
250,0,82.933,40,map,high
250,0,124.53,41,map,high
250,0,43.587,42,map,high
250,0,84.1,43,map,high
250,0,117.723,44,map,high
250,0,68.555,45,map,high
250,0,57.022,46,map,high
250,0,96.503,47,map,high
250,0,85.281,48,map,high
250,0,63.181,49,map,high
250,0,93.166,50,map,high
250,0,120.02,51,map,high
250,0,90.315,52,map,high
250,0,111.076,53,map,high
250,0,71.609,54,map,high
250,0,70.326,55,map,high
250,0,120.984,56,map,high
250,0,85.935,57,map,high
250,0,117.319,58,map,high
250,0,84.189,59,map,high
250,0,65.801,60,map,high
250,0,105.175,61,map,high
250,0,126.419,62,map,high
250,0,103.768,63,map,high
250,0,131.741,64,map,high
250,0,147.939,65,map,high
250,1,5.006,66,map,high
250,0,101.591,67,map,high
250,0,68.984,68,map,high
250,0,121.59,69,map,high
250,0,156.974,70,map,high
250,0,85.421,71,map,high
250,0,75.404,72,map,high
250,0,69.1,73,map,high
251,1,1.045,1,appearance,high
251,1,4.186,3,map,high
251,1,7.489,4,map,high
251,0,67.524,8,map,high
251,0,99.302,9,map,high
251,0,75.246,10,map,high
251,0,84.751,11,map,high
251,0,42.602,12,map,high
251,0,108.502,13,map,high
251,0,85.764,14,map,high
251,0,107.393,15,map,high
251,0,96.665,16,map,high
251,0,97.981,17,map,high
251,0,113.0,18,map,high
251,0,127.626,19,map,high
251,0,112.056,20,map,high
251,0,87.505,21,map,high
251,0,100.794,22,map,high
251,0,139.195,23,map,high
251,0,33.472,24,map,high
