frame,track_id,x,y,w,h,score,verified_score,tube_verifier_score,misses,vx,vy,cand_is_current,cand_frame,cand_source,cand_area,cand_fill,cand_aspect,cand_mean_residual,cand_mean_appearance,cand_local_contrast,cand_texture,cand_line_context,cand_isolation,cand_score,cand_local_flow_score,cand_local_flow_delta_px,cand_local_flow_bg_sigma,cand_local_flow_inside_n,cand_local_flow_annulus_n,cand_local_bg_residual,cand_local_residual_ratio,cand_local_comp_score,cand_map_score,cand_attached_support,cand_native_dark_score,cand_sky_like,cand_router_state,cand_router_confidence,cand_router_close_sky_like,cand_router_close_texture,cand_router_far_sky_like,cand_router_far_texture,tube_tube_hits,tube_tube_len,tube_hit_rate,tube_miss_rate,tube_mean_score,tube_score_std,tube_mean_map_score,tube_map_hit_rate,tube_appearance_only_rate,tube_surface_source_rate,tube_router_surface_backed_rate,tube_router_clean_sky_rate,tube_router_boundary_rate,tube_router_line_attached_rate,tube_router_unknown_rate,tube_tiny_rate,tube_mean_line_context,tube_max_line_context,tube_mean_attached_support,tube_max_attached_support,tube_mean_native_dark_score,tube_max_native_dark_score,tube_mean_sky_like,tube_max_sky_like,tube_sky_hit_rate,tube_mean_texture,tube_mean_residual,tube_mean_appearance,tube_mean_area,tube_mean_pair_score,tube_positive_pair_rate,tube_mean_pair_raw,tube_positive_pair_raw_rate,tube_mean_pair_bg,tube_positive_pair_bg_rate,tube_mean_pair_bg_local,tube_positive_pair_bg_local_rate,tube_mean_align_gain,tube_positive_align_rate,tube_mean_bg_dist,tube_mean_cv_resid,tube_mean_bg_minus_cv,tube_mean_cand_density,tube_log_cand_density,tube_mean_speed,tube_max_speed,tube_mean_accel,tube_max_accel
54,768,77,90,6,5,18.510511,20.319786,1.809275,0,-0.263085,-0.603547,1,54,appearance,24,0.8,1.2,0.0,57.1,81.15,87.43,0.675,0.38,2.857,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.901,0.0,0.0,surface_backed,0.976,0.0,63.1,0.0,60.725,8.0,9.0,0.888889,0.111111,3.860125,0.887821,2.26,0.625,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.532,0.744,2.495,2.901,0.0,0.0,0.0,0.0,0.0,84.94,5.645,39.59,95.625,0.023943,0.111111,0.023943,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,1.758723,2.104287,-0.345564,28.333333,3.378725,1.817318,2.5,2.104287,3.010363
55,768,78,88,7,7,22.757295,24.803488,2.046193,0,0.353995,-0.742306,1,55,map,49,1.0,1.0,16.47,41.27,55.89,81.3,0.599,0.0,4.082,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.53,2.13,0.0,0.0,surface_backed,0.966,0.0,61.889,0.0,59.15,9.0,9.0,1.0,0.0,3.884778,0.839945,2.29,0.666667,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.222222,0.539444,0.744,2.454444,2.901,0.0,0.0,0.0,0.0,0.0,84.535556,6.847778,39.776667,90.444444,0.009158,0.111111,0.009158,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,1.959031,2.305077,-0.346045,32.444444,3.509886,1.959031,2.5,2.305077,3.010363
56,768,77,90,6,4,20.177581,21.53269,1.355109,0,-0.294904,-0.307499,1,56,appearance,24,1.0,1.5,0.0,64.71,88.71,90.23,0.678,0.38,2.833,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.811,0.0,0.0,surface_backed,0.978,0.0,63.368,0.0,60.862,9.0,9.0,1.0,0.0,3.662111,0.823465,1.850222,0.555556,0.444444,0.0,1.0,0.0,0.0,0.0,0.0,0.222222,0.568889,0.744,2.473,2.901,0.0,0.0,0.0,0.0,0.0,86.342222,5.837778,44.174444,77.111111,0.00878,0.111111,0.00878,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,1.977579,2.344452,-0.366873,27.222222,3.34011,1.977579,2.5,2.344452,3.010363
57,768,76,83,12,12,18.820096,20.279966,1.45987,0,0.508313,-1.249874,1,57,map,144,1.0,1.0,9.45,21.33,16.86,69.51,0.472,0.0,3.819,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.031,2.512,0.0,0.0,surface_backed,0.94,0.0,58.752,0.0,50.39,9.0,9.0,1.0,0.0,3.633778,0.813128,1.839,0.555556,0.444444,0.0,1.0,0.0,0.0,0.0,0.0,0.222222,0.572222,0.744,2.475,2.901,0.0,0.0,0.0,0.0,0.0,85.661111,5.968889,43.765556,77.111111,0.018228,0.222222,0.018228,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,2.221061,2.556025,-0.334965,26.111111,3.299944,2.221061,3.605551,2.556025,3.537817
58,768,76,83,12,12,21.581172,23.567669,1.986497,0,0.330403,-0.812418,1,58,map,144,1.0,1.0,10.31,21.56,18.13,69.18,0.47,0.0,4.834,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.129,2.619,0.0,0.0,surface_backed,0.941,0.0,58.879,0.0,50.29,9.0,9.0,1.0,0.0,3.874222,0.812536,2.297778,0.666667,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.111111,0.541778,0.71,2.524556,2.901,0.0,0.0,0.0,0.0,0.0,80.765556,7.114444,38.852222,92.111111,0.018228,0.222222,0.018228,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,2.045379,2.498443,-0.453065,30.888889,3.462258,2.045379,3.605551,2.498443,3.537817
59,768,77,90,7,4,18.007275,19.353977,1.346702,0,-0.310238,0.521928,1,59,appearance,24,0.857,1.75,0.0,61.68,88.17,87.86,0.59,0.0,2.952,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.804,0.0,0.0,surface_backed,0.961,0.0,61.365,0.0,58.787,9.0,9.0,1.0,0.0,3.683889,0.80561,1.879889,0.555556,0.444444,0.0,1.0,0.0,0.0,0.0,0.0,0.111111,0.559333,0.71,2.545,2.901,0.0,0.0,0.0,0.0,0.0,82.233333,6.125556,42.853333,78.777778,0.006757,0.222222,0.006757,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,2.182354,2.694752,-0.512398,27.111111,3.336165,2.182354,3.605551,2.694752,4.229055
60,768,78,90,7,4,19.951636,21.190678,1.239042,0,0.148345,0.339253,1,60,appearance,23,0.821,1.75,17.71,58.36,80.66,88.4,0.526,0.0,3.314,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.254,0.0,0.0,surface_backed,0.969,0.0,62.241,0.0,58.174,9.0,9.0,1.0,0.0,3.749111,0.747139,1.879889,0.555556,0.444444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.538889,0.678,2.551556,2.901,0.0,0.0,0.0,0.0,0.0,80.032222,8.093333,41.773333,80.0,0.017339,0.222222,0.017339,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,2.015688,2.516974,-0.501287,33.222222,3.532875,2.015688,3.605551,2.516974,4.229055
61,768,78,90,7,4,19.114006,19.694604,0.580598,0,0.096424,0.220515,1,61,appearance,23,0.821,1.75,0.0,58.36,80.66,88.4,0.526,0.0,2.966,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.254,0.0,0.0,surface_backed,0.969,0.0,62.24,0.0,58.172,9.0,9.0,1.0,0.0,3.555667,0.697844,1.457333,0.444444,0.555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.548444,0.678,2.526556,2.901,0.0,0.0,0.0,0.0,0.0,81.584444,7.027778,45.408889,66.555556,0.056266,0.222222,0.056266,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,1.786626,2.265857,-0.479231,29.333333,3.412247,1.786626,3.605551,2.265857,4.229055
62,768,81,90,3,3,18.209684,18.224346,0.014662,0,0.412676,-0.031665,1,62,appearance,9,1.0,1.0,14.56,76.22,93.37,108.56,0.367,0.0,3.126,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,surface_backed,0.975,0.0,63.054,0.0,60.561,9.0,9.0,1.0,0.0,3.420333,0.648176,1.076667,0.333333,0.666667,0.0,1.0,0.0,0.0,0.0,0.0,0.111111,0.544778,0.678,2.448333,2.901,0.0,0.0,0.0,0.0,0.0,85.652222,7.611111,51.176667,51.555556,0.021118,0.111111,0.021118,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,1.6624,2.122044,-0.459644,29.111111,3.404894,1.6624,3.605551,2.122044,4.229055
63,768,80,86,7,7,20.614218,21.308839,0.694622,0,0.618239,-0.720583,1,63,map,49,1.0,1.0,22.53,32.98,40.35,76.49,0.626,0.0,3.946,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.496,1.983,0.0,0.0,surface_backed,0.962,0.0,61.488,0.0,56.099,9.0,9.0,1.0,0.0,3.541333,0.633193,1.354,0.444444,0.555556,0.0,1.0,0.0,0.0,0.0,0.0,0.111111,0.539333,0.678,2.346333,2.811,0.0,0.0,0.0,0.0,0.0,84.436667,10.114444,48.496667,54.333333,0.069296,0.222222,0.069296,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,1.633074,2.016155,-0.383081,34.0,3.555348,1.633074,3.605551,2.016155,4.229055
64,768,82,89,3,4,19.167185,19.383115,0.215929,0,0.401856,0.056621,1,64,appearance,12,1.0,1.333,0.0,73.58,95.39,101.34,0.431,0.0,2.853,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.747,0.0,0.0,surface_backed,0.976,0.0,63.137,0.0,59.199,9.0,9.0,1.0,0.0,3.404778,0.63439,1.072889,0.333333,0.666667,0.0,1.0,0.0,0.0,0.0,0.0,0.222222,0.520667,0.678,2.303778,2.811,0.0,0.0,0.0,0.0,0.0,86.663333,8.284444,52.086667,50.222222,0.084081,0.222222,0.084081,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,1.599433,2.071481,-0.472048,30.222222,3.44113,1.599433,3.605551,2.071481,4.229055
65,768,82,89,3,3,20.61166,20.916977,0.305318,0,0.261206,-0.138196,1,65,appearance,9,1.0,1.0,18.0,78.67,101.14,105.47,0.343,0.0,3.204,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.642,0.0,0.0,surface_backed,0.99,0.0,64.763,0.0,58.508,9.0,9.0,1.0,0.0,3.446,0.607376,1.072889,0.333333,0.666667,0.0,1.0,0.0,0.0,0.0,0.0,0.333333,0.483444,0.626,2.173889,2.804,0.0,0.0,0.0,0.0,0.0,88.356667,10.284444,53.637778,48.555556,0.084081,0.222222,0.084081,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,1.479306,1.899791,-0.420485,36.111111,3.613916,1.479306,3.605551,1.899791,4.229055
66,768,82,89,3,3,20.74067,20.377829,-0.36284,0,0.169784,-0.089827,1,66,appearance,9,1.0,1.0,0.0,78.67,101.14,105.47,0.343,0.0,2.851,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.642,0.0,0.0,surface_backed,0.99,0.0,64.763,0.0,58.509,9.0,9.0,1.0,0.0,3.338444,0.617425,0.736111,0.222222,0.777778,0.0,1.0,0.0,0.0,0.0,0.0,0.444444,0.469111,0.626,2.077222,2.804,0.0,0.0,0.0,0.0,0.0,92.352222,9.234444,60.008889,33.555556,0.05876,0.111111,0.05876,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,1.078689,1.539535,-0.460846,32.333333,3.506558,1.078689,3.354102,1.539535,4.229055
67,768,83,89,3,3,19.641902,18.728322,-0.913579,0,0.46036,-0.058388,1,67,appearance,9,1.0,1.0,21.67,76.89,99.5,104.99,0.215,0.0,3.334,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,surface_backed,0.988,0.0,64.56,0.0,58.659,9.0,9.0,1.0,0.0,3.171778,0.32391,0.277333,0.111111,0.888889,0.0,1.0,0.0,0.0,0.0,0.0,0.555556,0.440778,0.626,1.962889,2.804,0.0,0.0,0.0,0.0,0.0,96.331111,10.496667,66.156667,18.555556,0.05876,0.111111,0.05876,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,1.1898,1.482399,-0.292599,32.333333,3.506558,1.1898,3.354102,1.482399,4.229055
68,768,83,88,3,4,22.711599,21.861193,-0.850406,0,0.299234,-0.212952,1,68,appearance,12,1.0,1.333,20.25,76.0,98.32,99.55,0.202,0.0,3.353,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,surface_backed,0.996,0.0,65.518,0.0,58.98,9.0,9.0,1.0,0.0,3.216333,0.318143,0.277333,0.111111,0.888889,0.0,1.0,0.0,0.0,0.0,0.0,0.666667,0.397667,0.626,1.825778,2.254,0.0,0.0,0.0,0.0,0.0,97.63,12.746667,67.747778,17.222222,0.05876,0.111111,0.05876,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.872678,1.083385,-0.210707,38.222222,3.669243,0.872678,2.236068,1.083385,2.305039
69,768,83,88,3,4,22.436703,21.678107,-0.758596,0,0.194502,-0.138419,1,69,appearance,12,1.0,1.333,0.0,76.0,98.32,99.55,0.202,0.0,2.956,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,surface_backed,0.996,0.0,65.518,0.0,58.975,9.0,9.0,1.0,0.0,3.176556,0.325735,0.277333,0.111111,0.888889,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,0.361667,0.626,1.749778,2.254,0.0,0.0,0.0,0.0,0.0,98.868889,10.778889,69.707778,16.0,0.048178,0.111111,0.048178,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.761567,0.967486,-0.205919,32.444444,3.509886,0.761567,2.236068,0.967486,2.305039
70,768,79,82,12,12,23.403352,23.329472,-0.07388,0,0.301426,-0.789972,1,70,map,144,1.0,1.0,14.8,16.37,15.95,64.94,0.476,0.0,4.037,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.348,2.407,0.0,0.0,surface_backed,0.923,0.0,56.731,0.0,48.015,9.0,9.0,1.0,0.0,3.295556,0.411435,0.649333,0.222222,0.777778,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,0.356111,0.626,1.766778,2.407,0.0,0.0,0.0,0.0,0.0,96.262222,12.423333,65.042222,29.444444,0.050472,0.111111,0.050472,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.990628,1.135954,-0.145326,38.555556,3.677706,0.990628,2.236068,1.135954,2.305039
71,768,83,88,3,3,22.586734,22.535016,-0.051718,0,0.020927,0.011518,1,71,appearance,9,1.0,1.0,0.0,81.78,105.77,101.9,0.111,0.0,2.955,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.629,0.0,0.0,surface_backed,0.999,0.0,65.901,0.0,59.057,9.0,9.0,1.0,0.0,3.276556,0.422623,0.649333,0.222222,0.777778,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,0.327667,0.626,1.753333,2.407,0.0,0.0,0.0,0.0,0.0,95.522222,10.805556,65.66,29.444444,0.050472,0.111111,0.050472,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,1.042084,1.277119,-0.235035,33.777778,3.548979,1.042084,2.236068,1.277119,2.426161
72,768,84,88,3,3,22.147059,21.49148,-0.655579,0,0.363603,0.007487,1,72,appearance,9,1.0,1.0,15.0,79.44,103.38,102.72,0.131,0.0,3.241,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.475,0.0,0.0,surface_backed,0.997,0.0,65.641,0.0,59.987,9.0,9.0,1.0,0.0,3.198222,0.350456,0.372,0.111111,0.888889,0.0,1.0,0.0,0.0,0.0,0.0,0.888889,0.272667,0.476,1.696889,2.407,0.0,0.0,0.0,0.0,0.0,98.436667,9.968889,70.822222,25.0,-0.005863,0.0,-0.005863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904744,1.15768,-0.252937,33.888889,3.552168,0.904744,2.061553,1.15768,2.426161
73,768,80,82,12,12,23.698387,23.590264,-0.108124,0,0.411342,-0.520134,1,73,map,144,1.0,1.0,10.61,14.88,14.09,65.17,0.486,0.0,3.64,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.016,2.487,0.0,0.0,surface_backed,0.918,0.0,56.188,0.0,48.289,9.0,9.0,1.0,0.0,3.285667,0.351591,0.707111,0.222222,0.777778,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,0.278778,0.486,1.779111,2.487,0.0,0.0,0.0,0.0,0.0,94.417778,11.147778,64.3,39.666667,0.01351,0.0,0.01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.913759,1.069747,-0.155988,39.222222,3.69442,0.913759,2.061553,1.069747,2.426161
74,768,84,87,3,4,22.926774,22.834189,-0.092585,0,0.092372,0.011913,1,74,appearance,12,1.0,1.333,0.0,79.67,106.0,102.61,0.22,0.0,2.948,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.554,0.0,0.0,surface_backed,1.0,0.0,66.341,0.0,59.457,9.0,9.0,1.0,0.0,3.257222,0.367062,0.707111,0.222222,0.777778,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,0.265111,0.486,1.769333,2.487,0.0,0.0,0.0,0.0,0.0,94.1,9.147778,64.411111,40.0,0.01351,0.0,0.01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982429,1.190399,-0.207969,33.333333,3.536117,0.982429,2.061553,1.190399,2.426161
75,768,84,87,3,3,23.564639,23.473009,-0.09163,0,0.060042,-0.167256,1,75,appearance,9,1.0,1.0,14.44,88.22,112.08,113.61,0.266,0.0,3.169,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.586,0.0,0.0,surface_backed,0.998,0.0,65.788,0.0,59.623,9.0,9.0,1.0,0.0,3.292556,0.340611,0.707111,0.222222,0.777778,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,0.256556,0.486,1.763111,2.487,0.0,0.0,0.0,0.0,0.0,95.004444,10.752222,65.472222,40.0,0.01351,0.0,0.01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037985,1.215362,-0.177377,39.333333,3.697178,1.037985,2.061553,1.215362,2.426161
76,768,84,87,3,3,22.87986,22.758652,-0.121207,0,0.039027,-0.108717,1,76,appearance,9,1.0,1.0,0.0,88.22,112.08,113.61,0.266,0.0,2.885,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.586,0.0,0.0,surface_backed,0.998,0.0,65.775,0.0,59.625,9.0,9.0,1.0,0.0,3.242667,0.363031,0.707111,0.222222,0.777778,0.0,1.0,0.0,0.0,0.0,0.0,0.777778,0.262222,0.486,1.762667,2.487,0.0,0.0,0.0,0.0,0.0,95.962222,8.344444,66.731111,40.0,0.01351,0.0,0.01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926874,1.142322,-0.215449,34.555556,3.571096,0.926874,2.061553,1.142322,2.426161
