frame,track_id,x,y,w,h,score,misses
229,4304,86,82,7,7,24.270023003585916,0
230,4304,85,84,6,6,25.396574654556925,0
231,4304,82,84,7,7,25.026096542414866,0
232,4304,85,84,5,7,24.428596661933227,0
233,4304,85,84,5,7,23.22580251227772,0
234,4304,85,84,5,7,24.901118395814272,0
235,4304,82,86,5,5,28.378407460819112,0
236,4304,84,86,6,6,25.372430072979533,0
237,4304,80,84,7,7,26.1852177547822,0
238,4304,84,86,5,6,25.14793341597253,0
239,4304,84,86,5,7,25.06451627497219,0
240,4304,82,88,5,5,26.89133662423818,0
241,4304,83,86,6,7,27.061676474524777,0
242,4304,82,88,5,5,29.04152427694165,0
243,4304,83,88,5,5,27.805326569684436,0
244,4304,83,87,5,7,26.708544795557927,0
245,4304,82,87,6,7,29.009713264333822,0
246,4304,82,87,6,7,27.700189490905572,0
247,4304,82,88,5,6,29.01134148952668,0
248,4304,82,88,5,6,27.958446739088913,0
249,4304,80,88,5,5,29.123607832339175,0
250,4304,82,88,4,6,29.638440559433473,0
251,4304,74,90,3,3,22.18119311405089,1
252,4304,76,90,3,3,24.09072646980105,0
253,4304,74,90,3,3,19.215304489869673,1
254,4304,76,92,3,3,23.124847677337492,0
255,4304,78,88,5,5,31.015388156865953,0
256,4304,81,88,4,6,28.057275751497794,0
257,4304,78,88,5,5,30.36852272629966,0
258,4304,80,89,5,5,26.028174158682376,0
259,4304,80,89,5,5,27.785423482647168,0
260,4304,80,89,5,5,23.98459089946487,1
261,4304,88,87,3,3,17.991016704000337,1
262,4304,80,90,4,5,19.872301197583454,0
263,4304,80,90,4,5,18.92652621890615,0
365,10423,71,116,12,12,16.408735445504334,0
367,10423,72,116,12,12,16.607583161199695,0
495,14470,4,70,5,5,14.777426931760235,0
532,15883,79,97,12,12,19.820744205654258,0
533,15883,82,103,4,4,19.983554993214558,0
534,15883,77,96,12,12,21.5444761988664,0
535,15883,82,102,3,4,17.96816575421965,0
536,15883,77,95,12,12,22.97850108076797,0
537,15883,77,95,12,12,28.105131726896886,0
538,15883,81,100,4,5,24.698336934369696,0
539,15883,77,94,12,12,27.929703854488483,0
540,15883,77,93,12,12,21.589091846171495,1
541,15883,78,94,12,12,20.824470081754942,0
542,15883,76,93,12,12,23.96220626822204,0
543,15883,75,93,12,12,18.775461289563665,1
544,15883,78,98,5,5,21.90016086464011,0
545,15883,77,98,5,5,16.889825538091788,1
546,15883,76,92,12,12,17.35117050891088,0
547,15883,76,98,3,3,17.89442171146973,0
569,16840,74,94,5,5,22.830506439303498,0
571,16840,76,94,5,5,25.620361903283378,0
572,16840,76,94,5,5,26.672370629224638,0
573,16840,75,94,5,5,22.05759078650472,1
574,16840,74,96,3,3,21.54602131648503,0
575,16840,79,95,4,5,18.93390327143359,0
576,16840,78,95,5,5,18.809818152448955,0
577,16840,74,96,3,3,18.61287456078226,0
578,16840,78,95,5,5,18.257991668561868,0
579,16840,74,96,3,3,18.022412111517166,0
592,16840,74,96,5,5,21.37948860135687,0
593,16840,76,96,6,5,18.785527809567512,0
594,16840,74,96,5,5,24.813430455259184,0
595,16840,76,95,5,6,22.78691157563972,0
596,16840,71,90,12,12,25.656933697735703,0
597,16840,74,96,5,5,32.16073169101946,0
598,16840,75,96,5,5,30.70951323721688,0
599,16840,71,90,12,12,34.10729907858635,0
600,16840,75,95,5,6,31.3322088535897,0
601,16840,72,96,5,5,29.993476752339276,0
602,16840,73,95,6,6,28.556969663806374,0
603,16840,73,95,6,6,26.125991265716934,0
604,16840,73,95,6,6,28.386150967604237,0
605,16840,73,95,6,6,25.442436065159576,0
606,16840,73,95,5,6,23.827339005233878,0
607,16840,72,94,6,7,25.079124265712334,0
609,16840,68,98,3,3,22.732817790319434,0
612,16840,66,96,3,3,26.125899640929077,0
613,16840,64,96,3,3,21.206623662980704,1
614,16840,66,96,3,3,19.811426036366125,0
622,16840,67,86,12,12,21.297524374554133,0
623,16840,67,85,12,12,21.914875351314087,1
624,16840,66,86,12,12,25.620946855540755,0
625,16840,66,86,12,12,20.647210407068677,1
626,16840,68,92,5,5,26.890770983944133,0
627,16840,68,92,5,5,32.11576081552169,0
628,16840,70,91,5,6,27.707784773301107,0
629,16840,68,92,5,5,32.1189369199745,0
630,16840,69,92,5,5,28.033024362421465,0
631,16840,68,92,5,5,29.79072662367,0
632,16840,64,94,3,3,31.296819338926063,0
633,16840,69,92,5,6,28.051294164105443,0
634,16840,66,87,12,12,34.28402716148592,0
635,16840,68,92,5,6,29.095962672121733,0
636,16840,66,92,5,5,31.489879318106233,0
637,16840,65,87,12,12,33.05329501829291,0
638,16840,67,93,5,6,28.689779234649926,0
639,16840,62,89,12,12,32.898043326371116,0
640,16840,67,94,4,5,27.755225383410313,0
641,16840,66,95,4,4,31.164876228560438,0
642,16840,64,96,3,3,33.523508693461714,0
643,16840,65,94,5,6,29.334045698177484,0
644,16840,65,96,4,4,32.313290486952404,0
645,16840,65,96,4,4,30.640354961764935,0
646,16840,60,90,12,12,26.385100715604167,0
647,16840,59,91,12,12,27.981165663203264,0
648,16840,63,98,4,4,23.1396945926112,0
649,16840,58,91,12,12,23.07593751604551,0
650,16840,57,90,12,12,17.939694855843875,1
652,16840,59,91,12,12,18.9371616518305,0
654,20278,32,180,12,12,17.73162160153097,0
655,20278,29,183,12,12,15.914505286663553,1
662,20458,80,188,7,7,14.539914886983546,0
664,20696,58,186,5,5,19.107946540706422,0
665,20696,56,189,5,5,15.778023826534595,1
666,20696,54,192,5,5,17.86247881474778,0
667,20669,46,186,5,5,23.03105068724069,0
668,20669,43,189,5,5,18.938682236461297,1
669,20696,42,204,7,7,22.192434003403083,0
670,20696,39,207,7,7,16.41016521390001,1
677,21550,22,180,7,7,14.912562559088306,0
684,21568,62,180,5,5,16.619169345258577,0
686,21568,60,186,5,5,15.149679495326218,0
687,21568,54,190,7,7,19.894087673211235,0
688,21568,51,194,7,7,15.665987527308195,1
696,21974,28,178,5,5,16.43251397785859,0
697,21974,22,184,3,3,19.417109352070312,0
698,21974,22,188,3,3,14.036445472669536,0
